"Step","Test run at 20230619-143135 with (32, 64, 128, 256), res: 5 - train_loss","Test run at 20230619-143135 with (32, 64, 128, 256), res: 5 - train_loss__MIN","Test run at 20230619-143135 with (32, 64, 128, 256), res: 5 - train_loss__MAX"
"0","0.9083046335726976","0.9083046335726976","0.9083046335726976"
"1","0.7462675099571546","0.7462675099571546","0.7462675099571546"
"2","0.6585493925958872","0.6585493925958872","0.6585493925958872"
"3","0.5532315118859211","0.5532315118859211","0.5532315118859211"
"4","0.45092738637079793","0.45092738637079793","0.45092738637079793"
"5","0.29651765199378133","0.29651765199378133","0.29651765199378133"
"6","0.22003792179748416","0.22003792179748416","0.22003792179748416"
"7","0.1851377336618801","0.1851377336618801","0.1851377336618801"
"8","0.15844174575371048","0.15844174575371048","0.15844174575371048"
"9","0.1425060285255313","0.1425060285255313","0.1425060285255313"
"10","0.13337613129988313","0.13337613129988313","0.13337613129988313"
"11","0.12875067171019813","0.12875067171019813","0.12875067171019813"
"12","0.12160265538841486","0.12160265538841486","0.12160265538841486"
"13","0.10886338461811344","0.10886338461811344","0.10886338461811344"
"14","0.1140430448576808","0.1140430448576808","0.1140430448576808"
"15","0.11033626048204799","0.11033626048204799","0.11033626048204799"
"16","0.10062776707733671","0.10062776707733671","0.10062776707733671"
"17","0.10558704830085237","0.10558704830085237","0.10558704830085237"
"18","0.0956062317515413","0.0956062317515413","0.0956062317515413"
"19","0.09350930394915243","0.09350930394915243","0.09350930394915243"
