"Step","Test run at 20230615-203428 - train_loss","Test run at 20230615-203428 - train_loss__MIN","Test run at 20230615-203428 - train_loss__MAX"
"0","0.9755948054163079","0.9755948054163079","0.9755948054163079"
"1","0.8447909217131765","0.8447909217131765","0.8447909217131765"
"2","0.7719700882309362","0.7719700882309362","0.7719700882309362"
"3","0.7312163854900159","0.7312163854900159","0.7312163854900159"
"4","0.6914542806775946","0.6914542806775946","0.6914542806775946"
"5","0.6385325569855539","0.6385325569855539","0.6385325569855539"
"6","0.565571263589357","0.565571263589357","0.565571263589357"
"7","0.48982786912667126","0.48982786912667126","0.48982786912667126"
"8","0.4102323535241579","0.4102323535241579","0.4102323535241579"
"9","0.3257565347771896","0.3257565347771896","0.3257565347771896"
"10","0.24949637620072615","0.24949637620072615","0.24949637620072615"
"11","0.20444708011652293","0.20444708011652293","0.20444708011652293"
"12","0.17861399776057194","0.17861399776057194","0.17861399776057194"
"13","0.1581558053430758","0.1581558053430758","0.1581558053430758"
"14","0.14810525704371302","0.14810525704371302","0.14810525704371302"
"15","0.13858192123864826","0.13858192123864826","0.13858192123864826"
"16","0.12787742787285855","0.12787742787285855","0.12787742787285855"
"17","0.12324452909984086","0.12324452909984086","0.12324452909984086"
"18","0.11633468976146297","0.11633468976146297","0.11633468976146297"
"19","0.11118613261925547","0.11118613261925547","0.11118613261925547"
