"Step","Test run at 20230615-232145 - train_loss","Test run at 20230615-232145 - train_loss__MIN","Test run at 20230615-232145 - train_loss__MAX"
"0","0.9169580625726822","0.9169580625726822","0.9169580625726822"
"1","0.7601735249478766","0.7601735249478766","0.7601735249478766"
"2","0.6842661810682175","0.6842661810682175","0.6842661810682175"
"3","0.5860278822006063","0.5860278822006063","0.5860278822006063"
"4","0.5062763186845374","0.5062763186845374","0.5062763186845374"
"5","0.43146348031277354","0.43146348031277354","0.43146348031277354"
"6","0.2608462386625878","0.2608462386625878","0.2608462386625878"
"7","0.19955317596805858","0.19955317596805858","0.19955317596805858"
"8","0.16323351907603284","0.16323351907603284","0.16323351907603284"
"9","0.1417811909254561","0.1417811909254561","0.1417811909254561"
"10","0.1329484371904363","0.1329484371904363","0.1329484371904363"
"11","0.1261913849318281","0.1261913849318281","0.1261913849318281"
"12","0.11575873045528189","0.11575873045528189","0.11575873045528189"
"13","0.10912047461309332","0.10912047461309332","0.10912047461309332"
"14","0.1072029080638226","0.1072029080638226","0.1072029080638226"
"15","0.10070432048845798","0.10070432048845798","0.10070432048845798"
"16","0.09696107072399017","0.09696107072399017","0.09696107072399017"
"17","0.09721068364191562","0.09721068364191562","0.09721068364191562"
"18","0.09543949682661827","0.09543949682661827","0.09543949682661827"
"19","0.09351548877485255","0.09351548877485255","0.09351548877485255"
