"Step","Test run at 20230615-233655 - train_loss","Test run at 20230615-233655 - train_loss__MIN","Test run at 20230615-233655 - train_loss__MAX"
"0","0.9153765682131052","0.9153765682131052","0.9153765682131052"
"1","0.7575768164048592","0.7575768164048592","0.7575768164048592"
"2","0.6816754130025705","0.6816754130025705","0.6816754130025705"
"3","0.59305554193755","0.59305554193755","0.59305554193755"
"4","0.5014900602400303","0.5014900602400303","0.5014900602400303"
"5","0.3740427115311225","0.3740427115311225","0.3740427115311225"
"6","0.22868133848533034","0.22868133848533034","0.22868133848533034"
"7","0.17722945117081204","0.17722945117081204","0.17722945117081204"
"8","0.15267827113469443","0.15267827113469443","0.15267827113469443"
"9","0.13820688783501586","0.13820688783501586","0.13820688783501586"
"10","0.12512538178513447","0.12512538178513447","0.12512538178513447"
"11","0.11835641755412023","0.11835641755412023","0.11835641755412023"
"12","0.11101979940819244","0.11101979940819244","0.11101979940819244"
"13","0.10625320680749913","0.10625320680749913","0.10625320680749913"
"14","0.10412279834660391","0.10412279834660391","0.10412279834660391"
"15","0.09986408667949338","0.09986408667949338","0.09986408667949338"
"16","0.09837073483504355","0.09837073483504355","0.09837073483504355"
"17","0.09587001303831737","0.09587001303831737","0.09587001303831737"
"18","0.0913697633271416","0.0913697633271416","0.0913697633271416"
"19","0.09248209193659325","0.09248209193659325","0.09248209193659325"
