"Step","Test run at 20230615-223556 - train_loss","Test run at 20230615-223556 - train_loss__MIN","Test run at 20230615-223556 - train_loss__MAX"
"0","0.9356484773258368","0.9356484773258368","0.9356484773258368"
"1","0.7827359934647878","0.7827359934647878","0.7827359934647878"
"2","0.7168220250556866","0.7168220250556866","0.7168220250556866"
"3","0.6458395129690567","0.6458395129690567","0.6458395129690567"
"4","0.5568840388829509","0.5568840388829509","0.5568840388829509"
"5","0.4986188414817055","0.4986188414817055","0.4986188414817055"
"6","0.355220018265148","0.355220018265148","0.355220018265148"
"7","0.23058987284700075","0.23058987284700075","0.23058987284700075"
"8","0.1813125420982639","0.1813125420982639","0.1813125420982639"
"9","0.15612903283908963","0.15612903283908963","0.15612903283908963"
"10","0.14469423983246088","0.14469423983246088","0.14469423983246088"
"11","0.13244147901423275","0.13244147901423275","0.13244147901423275"
"12","0.125706058073168","0.125706058073168","0.125706058073168"
"13","0.11613885142530005","0.11613885142530005","0.11613885142530005"
"14","0.11226595643286903","0.11226595643286903","0.11226595643286903"
"15","0.10866792274949451","0.10866792274949451","0.10866792274949451"
"16","0.1052843420766294","0.1052843420766294","0.1052843420766294"
"17","0.09917153286126752","0.09917153286126752","0.09917153286126752"
"18","0.09753608362128337","0.09753608362128337","0.09753608362128337"
"19","0.0909381692763418","0.0909381692763418","0.0909381692763418"
