"Step","Test run at 20230615-215013 - train_loss","Test run at 20230615-215013 - train_loss__MIN","Test run at 20230615-215013 - train_loss__MAX"
"0","0.9336301404602674","0.9336301404602674","0.9336301404602674"
"1","0.7802161020892007","0.7802161020892007","0.7802161020892007"
"2","0.7131618480293118","0.7131618480293118","0.7131618480293118"
"3","0.6358932268862821","0.6358932268862821","0.6358932268862821"
"4","0.537610146768239","0.537610146768239","0.537610146768239"
"5","0.40048446551877626","0.40048446551877626","0.40048446551877626"
"6","0.2630719670227596","0.2630719670227596","0.2630719670227596"
"7","0.19840014437023473","0.19840014437023473","0.19840014437023473"
"8","0.16753576893587502","0.16753576893587502","0.16753576893587502"
"9","0.14964619438563073","0.14964619438563073","0.14964619438563073"
"10","0.13121203021431455","0.13121203021431455","0.13121203021431455"
"11","0.12386410143606517","0.12386410143606517","0.12386410143606517"
"12","0.12060614188714903","0.12060614188714903","0.12060614188714903"
"13","0.11213053169907355","0.11213053169907355","0.11213053169907355"
"14","0.11317234129017713","0.11317234129017713","0.11317234129017713"
"15","0.10687199797557324","0.10687199797557324","0.10687199797557324"
"16","0.10251974360067018","0.10251974360067018","0.10251974360067018"
"17","0.09543998767526782","0.09543998767526782","0.09543998767526782"
"18","0.0931993560979561","0.0931993560979561","0.0931993560979561"
"19","0.09231494070619953","0.09231494070619953","0.09231494070619953"
