"Step","Test run at 20230615-220530 - train_loss","Test run at 20230615-220530 - train_loss__MIN","Test run at 20230615-220530 - train_loss__MAX"
"0","0.939951979733528","0.939951979733528","0.939951979733528"
"1","0.7833167758393795","0.7833167758393795","0.7833167758393795"
"2","0.7169278162591001","0.7169278162591001","0.7169278162591001"
"3","0.6449447540526695","0.6449447540526695","0.6449447540526695"
"4","0.5576158888796543","0.5576158888796543","0.5576158888796543"
"5","0.44418911065192934","0.44418911065192934","0.44418911065192934"
"6","0.29609727209552805","0.29609727209552805","0.29609727209552805"
"7","0.21083874524907864","0.21083874524907864","0.21083874524907864"
"8","0.17591562565970928","0.17591562565970928","0.17591562565970928"
"9","0.1546149729414189","0.1546149729414189","0.1546149729414189"
"10","0.13742792733172152","0.13742792733172152","0.13742792733172152"
"11","0.12847077727634856","0.12847077727634856","0.12847077727634856"
"12","0.11994207919912135","0.11994207919912135","0.11994207919912135"
"13","0.11516467196510193","0.11516467196510193","0.11516467196510193"
"14","0.11146764187736714","0.11146764187736714","0.11146764187736714"
"15","0.10230308993065611","0.10230308993065611","0.10230308993065611"
"16","0.09840340357511601","0.09840340357511601","0.09840340357511601"
"17","0.0948601374600796","0.0948601374600796","0.0948601374600796"
"18","0.0958469716158319","0.0958469716158319","0.0958469716158319"
"19","0.09280130457370839","0.09280130457370839","0.09280130457370839"
