"Step","Test run at 20230619-172922 with (16, 32, 64, 128), res: 5 - train_loss","Test run at 20230619-172922 with (16, 32, 64, 128), res: 5 - train_loss__MIN","Test run at 20230619-172922 with (16, 32, 64, 128), res: 5 - train_loss__MAX"
"0","0.904466605434815","0.904466605434815","0.904466605434815"
"1","0.7611437005301317","0.7611437005301317","0.7611437005301317"
"2","0.6878917273133993","0.6878917273133993","0.6878917273133993"
"3","0.5743000907823443","0.5743000907823443","0.5743000907823443"
"4","0.4530187553415696","0.4530187553415696","0.4530187553415696"
"5","0.3604561270525058","0.3604561270525058","0.3604561270525058"
"6","0.3008456473859648","0.3008456473859648","0.3008456473859648"
"7","0.2701965922800203","0.2701965922800203","0.2701965922800203"
"8","0.23530043242499232","0.23530043242499232","0.23530043242499232"
"9","0.19134161000450453","0.19134161000450453","0.19134161000450453"
"10","0.16437916566307345","0.16437916566307345","0.16437916566307345"
"11","0.14612283216168484","0.14612283216168484","0.14612283216168484"
"12","0.14398449566215277","0.14398449566215277","0.14398449566215277"
"13","0.1527605497588714","0.1527605497588714","0.1527605497588714"
"14","0.12700286127316454","0.12700286127316454","0.12700286127316454"
"15","0.11881646614832182","0.11881646614832182","0.11881646614832182"
"16","0.11245126517799993","0.11245126517799993","0.11245126517799993"
"17","0.10955689994928737","0.10955689994928737","0.10955689994928737"
"18","0.10951699572615325","0.10951699572615325","0.10951699572615325"
"19","0.11009877493294577","0.11009877493294577","0.11009877493294577"
