"Step","Test run at 20230615-174940 - train_loss","Test run at 20230615-174940 - train_loss__MIN","Test run at 20230615-174940 - train_loss__MAX"
"0","0.7649099550296351","0.7649099550296351","0.7649099550296351"
"1","0.7002200091008058","0.7002200091008058","0.7002200091008058"
"2","0.5588075844282957","0.5588075844282957","0.5588075844282957"
"3","0.34370469186723845","0.34370469186723845","0.34370469186723845"
"4","0.2454203390276309","0.2454203390276309","0.2454203390276309"
"5","0.19787445049924948","0.19787445049924948","0.19787445049924948"
"6","0.18100446846681773","0.18100446846681773","0.18100446846681773"
"7","0.16998733334320107","0.16998733334320107","0.16998733334320107"
"8","0.1720997906222786","0.1720997906222786","0.1720997906222786"
"9","0.1650024675524112","0.1650024675524112","0.1650024675524112"
"10","0.15645078055022918","0.15645078055022918","0.15645078055022918"
"11","0.15647415340561227","0.15647415340561227","0.15647415340561227"
"12","0.1527602588085784","0.1527602588085784","0.1527602588085784"
"13","0.15137484178100666","0.15137484178100666","0.15137484178100666"
"14","0.14771101554644475","0.14771101554644475","0.14771101554644475"
"15","0.14919886899363136","0.14919886899363136","0.14919886899363136"
"16","0.14496655055542582","0.14496655055542582","0.14496655055542582"
"17","0.14254593004270927","0.14254593004270927","0.14254593004270927"
"18","0.14590840932634688","0.14590840932634688","0.14590840932634688"
"19","0.1421553039366437","0.1421553039366437","0.1421553039366437"
