"Step","Test run at 20230615-171853 - train_loss","Test run at 20230615-171853 - train_loss__MIN","Test run at 20230615-171853 - train_loss__MAX"
"0","0.7653727723906437","0.7653727723906437","0.7653727723906437"
"1","0.7023411486297846","0.7023411486297846","0.7023411486297846"
"2","0.5595333840077122","0.5595333840077122","0.5595333840077122"
"3","0.33757097957034904","0.33757097957034904","0.33757097957034904"
"4","0.24346355022862554","0.24346355022862554","0.24346355022862554"
"5","0.2066626506857574","0.2066626506857574","0.2066626506857574"
"6","0.19335876436283192","0.19335876436283192","0.19335876436283192"
"7","0.1824184243256847","0.1824184243256847","0.1824184243256847"
"8","0.16920814213032523","0.16920814213032523","0.16920814213032523"
"9","0.1640728386119008","0.1640728386119008","0.1640728386119008"
"10","0.16026180454840264","0.16026180454840264","0.16026180454840264"
"11","0.1590803929915031","0.1590803929915031","0.1590803929915031"
"12","0.15787427825853229","0.15787427825853229","0.15787427825853229"
"13","0.15172666404396296","0.15172666404396296","0.15172666404396296"
"14","0.14720555922637382","0.14720555922637382","0.14720555922637382"
"15","0.10741807070250313","0.10741807070250313","0.10741807070250313"
"16","0.09125091244156162","0.09125091244156162","0.09125091244156162"
"17","0.08713995292782784","0.08713995292782784","0.08713995292782784"
"18","0.09000824205577374","0.09000824205577374","0.09000824205577374"
"19","0.0846768921862046","0.0846768921862046","0.0846768921862046"
