"Step","Test run at 20230615-204939 - train_loss","Test run at 20230615-204939 - train_loss__MIN","Test run at 20230615-204939 - train_loss__MAX"
"0","0.9766897876211937","0.9766897876211937","0.9766897876211937"
"1","0.8442037581129277","0.8442037581129277","0.8442037581129277"
"2","0.7726024858495022","0.7726024858495022","0.7726024858495022"
"3","0.7312610409361251","0.7312610409361251","0.7312610409361251"
"4","0.6875898425883435","0.6875898425883435","0.6875898425883435"
"5","0.6256727284573494","0.6256727284573494","0.6256727284573494"
"6","0.5545387417078018","0.5545387417078018","0.5545387417078018"
"7","0.4738538468137701","0.4738538468137701","0.4738538468137701"
"8","0.40650353374633386","0.40650353374633386","0.40650353374633386"
"9","0.32775319351794874","0.32775319351794874","0.32775319351794874"
"10","0.2526689769422754","0.2526689769422754","0.2526689769422754"
"11","0.20872359770409604","0.20872359770409604","0.20872359770409604"
"12","0.1807829888260111","0.1807829888260111","0.1807829888260111"
"13","0.16099738567433458","0.16099738567433458","0.16099738567433458"
"14","0.14819846389458535","0.14819846389458535","0.14819846389458535"
"15","0.13604391009566633","0.13604391009566633","0.13604391009566633"
"16","0.1263144256428201","0.1263144256428201","0.1263144256428201"
"17","0.11980759503042444","0.11980759503042444","0.11980759503042444"
"18","0.11711875468175462","0.11711875468175462","0.11711875468175462"
"19","0.11222738701295346","0.11222738701295346","0.11222738701295346"
