"Step","Test run at 20230615-210440 - train_loss","Test run at 20230615-210440 - train_loss__MIN","Test run at 20230615-210440 - train_loss__MAX"
"0","0.974370134373506","0.974370134373506","0.974370134373506"
"1","0.8421070023129383","0.8421070023129383","0.8421070023129383"
"2","0.7709773095945517","0.7709773095945517","0.7709773095945517"
"3","0.7283515390008688","0.7283515390008688","0.7283515390008688"
"4","0.6849672812968493","0.6849672812968493","0.6849672812968493"
"5","0.6270182890196642","0.6270182890196642","0.6270182890196642"
"6","0.5451000652586421","0.5451000652586421","0.5451000652586421"
"7","0.46237698290497065","0.46237698290497065","0.46237698290497065"
"8","0.37840094044804573","0.37840094044804573","0.37840094044804573"
"9","0.29065737190345925","0.29065737190345925","0.29065737190345925"
"10","0.22990043042227626","0.22990043042227626","0.22990043042227626"
"11","0.19306193633625904","0.19306193633625904","0.19306193633625904"
"12","0.16726645920425653","0.16726645920425653","0.16726645920425653"
"13","0.15471662984540066","0.15471662984540066","0.15471662984540066"
"14","0.1422745658395191","0.1422745658395191","0.1422745658395191"
"15","0.1335463145903001","0.1335463145903001","0.1335463145903001"
"16","0.1260148937969158","0.1260148937969158","0.1260148937969158"
"17","0.11660642673571904","0.11660642673571904","0.11660642673571904"
"18","0.11312977092651029","0.11312977092651029","0.11312977092651029"
"19","0.10654999051863949","0.10654999051863949","0.10654999051863949"
