"Step","Test run at 20230615-230634 - train_loss","Test run at 20230615-230634 - train_loss__MIN","Test run at 20230615-230634 - train_loss__MAX"
"0","0.9155983024587234","0.9155983024587234","0.9155983024587234"
"1","0.7602218588193258","0.7602218588193258","0.7602218588193258"
"2","0.685077698280414","0.685077698280414","0.685077698280414"
"3","0.5846953497578701","0.5846953497578701","0.5846953497578701"
"4","0.4997653607279062","0.4997653607279062","0.4997653607279062"
"5","0.35617577626059455","0.35617577626059455","0.35617577626059455"
"6","0.22598399656514326","0.22598399656514326","0.22598399656514326"
"7","0.17238520799825588","0.17238520799825588","0.17238520799825588"
"8","0.15366044477559626","0.15366044477559626","0.15366044477559626"
"9","0.1381499074244251","0.1381499074244251","0.1381499074244251"
"10","0.12638107679473856","0.12638107679473856","0.12638107679473856"
"11","0.11950162999952833","0.11950162999952833","0.11950162999952833"
"12","0.11540452507324517","0.11540452507324517","0.11540452507324517"
"13","0.10631001026680072","0.10631001026680072","0.10631001026680072"
"14","0.10444490526181956","0.10444490526181956","0.10444490526181956"
"15","0.10554084996692836","0.10554084996692836","0.10554084996692836"
"16","0.09758576890453696","0.09758576890453696","0.09758576890453696"
"17","0.09514159437579413","0.09514159437579413","0.09514159437579413"
"18","0.09403183481966455","0.09403183481966455","0.09403183481966455"
"19","0.09423301066271961","0.09423301066271961","0.09423301066271961"
