"Step","Test run at 20230615-235216 - train_loss","Test run at 20230615-235216 - train_loss__MIN","Test run at 20230615-235216 - train_loss__MAX"
"0","0.9150475288430849","0.9150475288430849","0.9150475288430849"
"1","0.7571788989007473","0.7571788989007473","0.7571788989007473"
"2","0.6805198534081379","0.6805198534081379","0.6805198534081379"
"3","0.5796039123088121","0.5796039123088121","0.5796039123088121"
"4","0.5041693809131781","0.5041693809131781","0.5041693809131781"
"5","0.3622557182485859","0.3622557182485859","0.3622557182485859"
"6","0.2199848834425211","0.2199848834425211","0.2199848834425211"
"7","0.17323212961976728","0.17323212961976728","0.17323212961976728"
"8","0.1499556959606707","0.1499556959606707","0.1499556959606707"
"9","0.13741330701547363","0.13741330701547363","0.13741330701547363"
"10","0.12124371846827368","0.12124371846827368","0.12124371846827368"
"11","0.11369458896418412","0.11369458896418412","0.11369458896418412"
"12","0.11792389435383181","0.11792389435383181","0.11792389435383181"
"13","0.10927717317827046","0.10927717317827046","0.10927717317827046"
"14","0.11028866508665185","0.11028866508665185","0.11028866508665185"
"15","0.09903274367873867","0.09903274367873867","0.09903274367873867"
"16","0.09646581951528788","0.09646581951528788","0.09646581951528788"
"17","0.09095756740619738","0.09095756740619738","0.09095756740619738"
"18","0.09170705297340949","0.09170705297340949","0.09170705297340949"
"19","0.08719593100249767","0.08719593100249767","0.08719593100249767"
