"Step","Test run at 20230619-134028 - train_loss","Test run at 20230619-134028 - train_loss__MIN","Test run at 20230619-134028 - train_loss__MAX"
"0","0.9006422028896657","0.9006422028896657","0.9006422028896657"
"1","0.7557500264746078","0.7557500264746078","0.7557500264746078"
"2","0.673543410732391","0.673543410732391","0.673543410732391"
"3","0.5682230430080536","0.5682230430080536","0.5682230430080536"
"4","0.4721875269996359","0.4721875269996359","0.4721875269996359"
"5","0.4015649531749969","0.4015649531749969","0.4015649531749969"
"6","0.28814754872880083","0.28814754872880083","0.28814754872880083"
"7","0.1895639699824313","0.1895639699824313","0.1895639699824313"
"8","0.150483674666983","0.150483674666983","0.150483674666983"
"9","0.14188990512109817","0.14188990512109817","0.14188990512109817"
"10","0.12382279280969437","0.12382279280969437","0.12382279280969437"
"11","0.11664616070846294","0.11664616070846294","0.11664616070846294"
"12","0.10836136238055026","0.10836136238055026","0.10836136238055026"
"13","0.09879107583076396","0.09879107583076396","0.09879107583076396"
"14","0.096726554426107","0.096726554426107","0.096726554426107"
"15","0.09613895107139932","0.09613895107139932","0.09613895107139932"
"16","0.09422463345083784","0.09422463345083784","0.09422463345083784"
"17","0.08942971212115694","0.08942971212115694","0.08942971212115694"
"18","0.08669154559995265","0.08669154559995265","0.08669154559995265"
"19","0.08402321574852821","0.08402321574852821","0.08402321574852821"
