"Step","Test run at 20230619-132357 - train_loss","Test run at 20230619-132357 - train_loss__MIN","Test run at 20230619-132357 - train_loss__MAX"
"0","0.8972716878369912","0.8972716878369912","0.8972716878369912"
"1","0.7569330568166123","0.7569330568166123","0.7569330568166123"
"2","0.677280799629762","0.677280799629762","0.677280799629762"
"3","0.5717645855908541","0.5717645855908541","0.5717645855908541"
"4","0.47056858994297146","0.47056858994297146","0.47056858994297146"
"5","0.4049138343825783","0.4049138343825783","0.4049138343825783"
"6","0.34020323544433434","0.34020323544433434","0.34020323544433434"
"7","0.21262793335103497","0.21262793335103497","0.21262793335103497"
"8","0.1649073048965218","0.1649073048965218","0.1649073048965218"
"9","0.1388330246062623","0.1388330246062623","0.1388330246062623"
"10","0.1292370939531277","0.1292370939531277","0.1292370939531277"
"11","0.12118831522685965","0.12118831522685965","0.12118831522685965"
"12","0.11205289459105619","0.11205289459105619","0.11205289459105619"
"13","0.11292261445952445","0.11292261445952445","0.11292261445952445"
"14","0.09778619204292592","0.09778619204292592","0.09778619204292592"
"15","0.0971558806822472","0.0971558806822472","0.0971558806822472"
"16","0.09407372549944318","0.09407372549944318","0.09407372549944318"
"17","0.0974681339005834","0.0974681339005834","0.0974681339005834"
"18","0.09123029260291267","0.09123029260291267","0.09123029260291267"
"19","0.0848260655538323","0.0848260655538323","0.0848260655538323"
